2.82E-01,6.81E-03
2.89E-01,6.57E-03
2.96E-01,6.33E-03
3.48E-01,3.54E-03
4.09E-01,2.29E-03
4.81E-01,1.54E-03
5.40E-01,1.11E-03
6.08E-01,8.53E-04
6.67E-01,6.75E-04
7.35E-01,5.09E-04
7.97E-01,4.33E-04
8.59E-01,3.31E-04
9.21E-01,2.93E-04
9.82E-01,2.29E-04
1.05E+00,2.16E-04
1.11E+00,1.91E-04
1.18E+00,1.91E-04
1.24E+00,1.65E-04
1.30E+00,1.40E-04
1.37E+00,1.40E-04
1.43E+00,1.15E-04
1.49E+00,1.02E-04
1.62E+00,8.90E-05
1.68E+00,6.35E-05
1.75E+00,8.90E-05
1.81E+00,6.35E-05
1.87E+00,7.63E-05
1.94E+00,5.08E-05
2.00E+00,3.81E-05
2.07E+00,3.81E-05
2.13E+00,5.08E-05
2.19E+00,3.81E-05
2.26E+00,5.08E-05
2.32E+00,3.81E-05
2.38E+00,2.53E-05
2.50E+00,1.26E-05
2.58E+00,2.53E-05
2.64E+00,5.08E-05
2.71E+00,3.81E-05
